leakage_group,image_count,split,datasets,unified_classes,has_exact_duplicate,has_near_duplicate
GROUP_10364,1,train,realwaste,Vegetation,False,False
GROUP_10365,1,test,ewaste,Battery,False,False
GROUP_10366,1,val,realwaste,Paper,False,False
GROUP_10367,1,train,ewaste,Battery,False,False
GROUP_10368,1,train,trashnet,Glass,False,False
GROUP_10369,1,test,trashnet,Metal,False,False
GROUP_10370,1,test,trashnet,Metal,False,False
GROUP_10371,1,train,trashnet,Plastic,False,False
GROUP_10372,1,val,realwaste,Glass,False,False
GROUP_10373,1,train,realwaste,Vegetation,False,False
GROUP_10374,1,test,phenomsg,Organic Stream,False,False
GROUP_10375,1,val,trashnet,Metal,False,False
GROUP_10376,1,test,phenomsg,Recyclable Stream,False,False
GROUP_10377,1,train,trashnet,Glass,False,False
GROUP_10378,1,test,ewaste,Electronic Device,False,False
GROUP_10379,1,train,realwaste,Paper,False,False
GROUP_10380,1,train,realwaste,Glass,False,False
GROUP_10381,1,train,realwaste,Paper,False,False
GROUP_10382,1,train,realwaste,Vegetation,False,False
GROUP_10383,1,test,trashnet,Plastic,False,False
GROUP_10384,1,train,trashnet,Cardboard,False,False
GROUP_10385,1,test,realwaste,Cardboard,False,False
GROUP_10386,1,train,realwaste,Metal,False,False
GROUP_10387,1,train,realwaste,Residual,False,False
GROUP_10388,1,train,trashnet,Plastic,False,False
GROUP_10389,1,train,realwaste,Cardboard,False,False
GROUP_10390,1,train,trashnet,Residual,False,False
GROUP_10391,1,test,trashnet,Metal,False,False
GROUP_10392,1,train,trashnet,Plastic,False,False
GROUP_10393,1,train,realwaste,Glass,False,False
GROUP_10394,1,val,phenomsg,Residual,False,False
GROUP_10395,2,train,phenomsg,Hazardous Waste,True,True
GROUP_10396,1,train,ewaste,Electronic Device,False,False
GROUP_10397,1,test,phenomsg,Organic Stream,False,False
GROUP_10398,1,train,realwaste,Food Organics,False,False
GROUP_10399,1,train,realwaste,Food Organics,False,False
GROUP_10400,1,val,realwaste,Residual,False,False
GROUP_10401,1,train,ewaste,Electronic Device,False,False
GROUP_10402,1,train,realwaste,Paper,False,False
GROUP_10403,2,train,ewaste,Electronic Device,True,True
GROUP_10404,1,val,phenomsg,Residual,False,False
GROUP_10405,1,train,trashnet,Plastic,False,False
GROUP_10406,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_10407,1,train,realwaste,Paper,False,False
GROUP_10408,1,test,ewaste,Electronic Device,False,False
GROUP_10409,1,train,phenomsg,Organic Stream,False,False
GROUP_10410,1,train,realwaste,Metal,False,False
GROUP_10411,1,train,realwaste,Paper,False,False
GROUP_10412,1,train,trashnet,Cardboard,False,False
GROUP_10413,1,test,trashnet,Glass,False,False
GROUP_10414,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10415,1,val,phenomsg,Organic Stream,False,False
GROUP_10416,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10417,1,train,realwaste,Vegetation,False,False
GROUP_10418,1,train,realwaste,Vegetation,False,False
GROUP_10419,1,train,realwaste,Cardboard,False,False
GROUP_10420,1,train,trashnet,Paper,False,False
GROUP_10421,1,train,realwaste,Glass,False,False
GROUP_10422,1,train,realwaste,Vegetation,False,False
GROUP_10423,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10424,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10425,1,test,realwaste,Plastic,False,False
GROUP_10426,1,test,ewaste,Electronic Component,False,False
GROUP_10427,1,val,phenomsg,Organic Stream,False,False
GROUP_10428,1,train,realwaste,Vegetation,False,False
GROUP_10429,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10430,1,train,realwaste,Residual,False,False
GROUP_10431,1,train,realwaste,Plastic,False,False
GROUP_10432,1,test,ewaste,Electronic Device,False,False
GROUP_10433,1,test,trashnet,Plastic,False,False
GROUP_10434,1,train,trashnet,Plastic,False,False
GROUP_10435,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_10436,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10437,1,test,realwaste,Plastic,False,False
GROUP_10438,1,train,realwaste,Paper,False,False
GROUP_10439,1,train,trashnet,Metal,False,False
GROUP_10440,1,train,phenomsg,Organic Stream,False,False
GROUP_10441,1,train,trashnet,Residual,False,False
GROUP_10442,1,test,ewaste,Electronic Device,False,False
GROUP_10443,1,train,realwaste,Plastic,False,False
GROUP_10444,1,train,ewaste,Electronic Component,False,False
GROUP_10445,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10446,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10447,1,train,realwaste,Paper,False,False
GROUP_10448,1,train,ewaste,Electronic Device,False,False
GROUP_10449,1,train,realwaste,Cardboard,False,False
GROUP_10450,2,train,ewaste,Electronic Device,False,True
GROUP_10451,1,train,realwaste,Vegetation,False,False
GROUP_10452,2,train,phenomsg,Hazardous Waste,True,True
GROUP_10453,1,train,realwaste,Plastic,False,False
GROUP_10454,1,train,realwaste,Residual,False,False
GROUP_10455,1,val,phenomsg,Recyclable Stream,False,False
GROUP_10456,1,val,trashnet,Residual,False,False
GROUP_10457,1,train,ewaste,Battery,False,False
GROUP_10458,1,train,realwaste,Plastic,False,False
GROUP_10459,1,train,realwaste,Residual,False,False
GROUP_10460,1,train,ewaste,Electronic Device,False,False
GROUP_10461,1,train,ewaste,Electronic Device,False,False
GROUP_10462,1,train,realwaste,Plastic,False,False
GROUP_10463,1,train,trashnet,Cardboard,False,False
GROUP_10464,1,train,trashnet,Plastic,False,False
GROUP_10465,1,val,phenomsg,Organic Stream,False,False
GROUP_10466,1,test,trashnet,Metal,False,False
GROUP_10467,1,val,realwaste,Vegetation,False,False
GROUP_10468,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10469,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10470,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10471,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_10472,1,train,trashnet,Cardboard,False,False
GROUP_10473,1,train,trashnet,Residual,False,False
GROUP_10474,1,train,phenomsg,Residual,False,False
GROUP_10475,1,train,phenomsg,Organic Stream,False,False
GROUP_10476,1,train,realwaste,Cardboard,False,False
GROUP_10477,1,train,realwaste,Glass,False,False
GROUP_10478,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10479,1,train,ewaste,Electronic Device,False,False
GROUP_10480,1,test,phenomsg,Organic Stream,False,False
GROUP_10481,1,train,ewaste,Electronic Device,False,False
GROUP_10482,1,train,ewaste,Electronic Device,False,False
GROUP_10483,1,train,realwaste,Food Organics,False,False
GROUP_10484,1,train,realwaste,Paper,False,False
GROUP_10485,1,train,ewaste,Electronic Device,False,False
GROUP_10486,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10487,1,train,ewaste,Electronic Device,False,False
GROUP_10488,1,train,realwaste,Residual,False,False
GROUP_10489,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10490,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10491,1,val,phenomsg,Organic Stream,False,False
GROUP_10492,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10493,1,train,phenomsg,Residual,False,False
GROUP_10494,1,test,ewaste,Electronic Device,False,False
GROUP_10495,1,train,realwaste,Textile,False,False
GROUP_10496,1,train,realwaste,Metal,False,False
GROUP_10497,1,train,realwaste,Paper,False,False
GROUP_10498,1,train,ewaste,Electronic Device,False,False
GROUP_10499,1,train,trashnet,Plastic,False,False
GROUP_10500,1,train,realwaste,Glass,False,False
GROUP_10501,1,train,realwaste,Metal,False,False
GROUP_10502,1,train,trashnet,Glass,False,False
GROUP_10503,1,train,trashnet,Residual,False,False
GROUP_10504,1,train,trashnet,Glass,False,False
GROUP_10505,1,test,ewaste,Electronic Device,False,False
GROUP_10506,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10507,2,train,phenomsg,Hazardous Waste,True,True
GROUP_10508,1,train,ewaste,Electronic Component,False,False
GROUP_10509,1,train,realwaste,Metal,False,False
GROUP_10510,1,train,trashnet,Plastic,False,False
GROUP_10511,2,train,phenomsg,Hazardous Waste,True,True
GROUP_10512,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10513,1,train,ewaste,Electronic Component,False,False
GROUP_10514,1,train,realwaste,Food Organics,False,False
GROUP_10515,1,train,ewaste,Battery,False,False
GROUP_10516,1,val,realwaste,Residual,False,False
GROUP_10517,1,train,ewaste,Electronic Device,False,False
GROUP_10518,1,train,realwaste,Glass,False,False
GROUP_10519,1,train,ewaste,Electronic Device,False,False
GROUP_10520,1,train,trashnet,Glass,False,False
GROUP_10521,1,train,trashnet,Plastic,False,False
GROUP_10522,1,train,ewaste,Electronic Component,False,False
GROUP_10523,1,val,phenomsg,Organic Stream,False,False
GROUP_10524,1,test,ewaste,Electronic Device,False,False
GROUP_10525,1,train,realwaste,Residual,False,False
GROUP_10526,1,train,phenomsg,Organic Stream,False,False
GROUP_10527,1,train,ewaste,Electronic Device,False,False
GROUP_10528,1,val,realwaste,Vegetation,False,False
GROUP_10529,1,train,realwaste,Food Organics,False,False
GROUP_10530,1,train,ewaste,Battery,False,False
GROUP_10531,1,test,trashnet,Metal,False,False
GROUP_10532,1,test,phenomsg,Organic Stream,False,False
GROUP_10533,1,train,phenomsg,Organic Stream,False,False
GROUP_10534,1,train,realwaste,Plastic,False,False
GROUP_10535,1,val,trashnet,Paper,False,False
GROUP_10536,1,train,trashnet,Plastic,False,False
GROUP_10537,1,train,realwaste,Glass,False,False
GROUP_10538,1,test,realwaste,Cardboard,False,False
GROUP_10539,1,test,realwaste,Food Organics,False,False
GROUP_10540,1,test,realwaste,Metal,False,False
GROUP_10541,1,val,phenomsg,Residual,False,False
GROUP_10542,1,train,trashnet,Paper,False,False
GROUP_10543,1,train,realwaste,Food Organics,False,False
GROUP_10544,1,val,phenomsg,Organic Stream,False,False
GROUP_10545,1,val,trashnet,Residual,False,False
GROUP_10546,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10547,1,test,trashnet,Cardboard,False,False
GROUP_10548,1,train,ewaste,Battery,False,False
GROUP_10549,1,train,ewaste,Electronic Device,False,False
GROUP_10550,1,test,trashnet,Cardboard,False,False
GROUP_10551,1,train,trashnet,Glass,False,False
GROUP_10552,1,train,realwaste,Cardboard,False,False
GROUP_10553,1,test,trashnet,Glass,False,False
GROUP_10554,1,val,realwaste,Plastic,False,False
GROUP_10555,1,train,realwaste,Plastic,False,False
GROUP_10556,1,train,phenomsg,Residual,False,False
GROUP_10557,1,train,realwaste,Plastic,False,False
GROUP_10558,1,test,realwaste,Glass,False,False
GROUP_10559,1,train,phenomsg,Organic Stream,False,False
GROUP_10560,1,train,trashnet,Metal,False,False
GROUP_10561,1,test,ewaste,Electronic Device,False,False
GROUP_10562,1,val,trashnet,Paper,False,False
GROUP_10563,1,train,realwaste,Textile,False,False
GROUP_10564,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10565,1,train,ewaste,Electronic Component,False,False
GROUP_10566,1,train,realwaste,Plastic,False,False
GROUP_10567,1,val,ewaste,Electronic Component,False,False
GROUP_10568,1,test,ewaste,Electronic Device,False,False
GROUP_10569,1,test,realwaste,Metal,False,False
GROUP_10570,1,test,realwaste,Plastic,False,False
GROUP_10571,1,train,ewaste,Electronic Component,False,False
GROUP_10572,1,train,realwaste,Textile,False,False
GROUP_10573,1,train,trashnet,Metal,False,False
GROUP_10574,1,test,trashnet,Paper,False,False
GROUP_10575,1,train,realwaste,Glass,False,False
GROUP_10576,1,val,ewaste,Electronic Device,False,False
GROUP_10577,1,train,realwaste,Food Organics,False,False
GROUP_10578,1,val,realwaste,Residual,False,False
GROUP_10579,1,train,trashnet,Paper,False,False
GROUP_10580,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10581,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10582,1,train,phenomsg,Residual,False,False
GROUP_10583,1,train,realwaste,Metal,False,False
GROUP_10584,1,val,trashnet,Cardboard,False,False
GROUP_10585,1,val,phenomsg,Hazardous Waste,False,False
GROUP_10586,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10587,1,test,realwaste,Plastic,False,False
GROUP_10588,1,val,realwaste,Paper,False,False
GROUP_10589,1,val,phenomsg,Recyclable Stream,False,False
GROUP_10590,1,train,ewaste,Battery,False,False
GROUP_10591,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10592,1,train,realwaste,Cardboard,False,False
GROUP_10593,1,train,trashnet,Paper,False,False
GROUP_10594,1,train,realwaste,Metal,False,False
GROUP_10595,1,train,ewaste,Electronic Device,False,False
GROUP_10596,1,train,trashnet,Glass,False,False
GROUP_10597,1,train,realwaste,Metal,False,False
GROUP_10598,1,train,realwaste,Plastic,False,False
GROUP_10599,1,train,realwaste,Residual,False,False
GROUP_10600,1,train,trashnet,Plastic,False,False
GROUP_10601,1,train,trashnet,Cardboard,False,False
GROUP_10602,1,val,trashnet,Glass,False,False
GROUP_10603,1,train,trashnet,Plastic,False,False
GROUP_10604,1,train,ewaste,Electronic Device,False,False
GROUP_10605,1,train,phenomsg,Residual,False,False
GROUP_10606,1,test,phenomsg,Residual,False,False
GROUP_10607,1,test,realwaste,Paper,False,False
GROUP_10608,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10609,1,val,phenomsg,Recyclable Stream,False,False
GROUP_10610,1,train,ewaste,Electronic Device,False,False
GROUP_10611,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10612,1,train,realwaste,Glass,False,False
GROUP_10613,1,train,realwaste,Metal,False,False
GROUP_10614,2,train,phenomsg,Hazardous Waste,True,True
GROUP_10615,1,train,trashnet,Metal,False,False
GROUP_10616,1,train,realwaste,Paper,False,False
GROUP_10617,1,train,realwaste,Metal,False,False
GROUP_10618,1,test,ewaste,Electronic Device,False,False
GROUP_10619,1,train,phenomsg,Organic Stream,False,False
GROUP_10620,1,train,realwaste,Textile,False,False
GROUP_10621,1,train,ewaste,Electronic Device,False,False
GROUP_10622,1,train,realwaste,Vegetation,False,False
GROUP_10623,1,test,trashnet,Metal,False,False
GROUP_10624,1,train,trashnet,Metal,False,False
GROUP_10625,1,train,realwaste,Residual,False,False
GROUP_10626,1,val,ewaste,Electronic Device,False,False
GROUP_10627,1,train,trashnet,Metal,False,False
GROUP_10628,1,train,realwaste,Residual,False,False
GROUP_10629,1,val,realwaste,Textile,False,False
GROUP_10630,1,test,trashnet,Cardboard,False,False
GROUP_10631,1,val,realwaste,Plastic,False,False
GROUP_10632,1,train,ewaste,Electronic Device,False,False
GROUP_10633,1,train,realwaste,Metal,False,False
GROUP_10634,1,train,realwaste,Vegetation,False,False
GROUP_10635,1,train,trashnet,Metal,False,False
GROUP_10636,1,train,trashnet,Paper,False,False
GROUP_10637,1,val,trashnet,Metal,False,False
GROUP_10638,1,train,trashnet,Paper,False,False
GROUP_10639,1,train,phenomsg,Organic Stream,False,False
GROUP_10640,1,train,realwaste,Food Organics,False,False
GROUP_10641,1,val,realwaste,Glass,False,False
GROUP_10642,1,test,realwaste,Cardboard,False,False
GROUP_10643,1,train,realwaste,Paper,False,False
GROUP_10644,1,val,ewaste,Electronic Device,False,False
GROUP_10645,1,train,realwaste,Glass,False,False
GROUP_10646,1,val,phenomsg,Organic Stream,False,False
GROUP_10647,1,train,trashnet,Glass,False,False
GROUP_10648,1,train,realwaste,Plastic,False,False
GROUP_10649,1,test,trashnet,Paper,False,False
GROUP_10650,1,val,trashnet,Glass,False,False
GROUP_10651,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10652,1,train,realwaste,Residual,False,False
GROUP_10653,1,train,trashnet,Glass,False,False
GROUP_10654,1,train,realwaste,Vegetation,False,False
GROUP_10655,1,train,realwaste,Paper,False,False
GROUP_10656,1,train,ewaste,Electronic Device,False,False
GROUP_10657,1,train,realwaste,Food Organics,False,False
GROUP_10658,1,train,trashnet,Cardboard,False,False
GROUP_10659,1,val,ewaste,Electronic Device,False,False
GROUP_10660,1,train,trashnet,Paper,False,False
GROUP_10661,1,train,realwaste,Metal,False,False
GROUP_10662,1,train,realwaste,Vegetation,False,False
GROUP_10663,1,train,trashnet,Glass,False,False
GROUP_10664,1,train,trashnet,Plastic,False,False
GROUP_10665,1,train,trashnet,Plastic,False,False
GROUP_10666,1,train,realwaste,Residual,False,False
GROUP_10667,1,test,phenomsg,Hazardous Waste,False,False
GROUP_10668,1,train,trashnet,Paper,False,False
GROUP_10669,1,train,realwaste,Plastic,False,False
GROUP_10670,1,train,realwaste,Food Organics,False,False
GROUP_10671,1,val,realwaste,Metal,False,False
GROUP_10672,1,train,realwaste,Residual,False,False
GROUP_10673,1,train,phenomsg,Residual,False,False
GROUP_10674,1,test,ewaste,Electronic Device,False,False
GROUP_10675,1,train,realwaste,Metal,False,False
GROUP_10676,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10677,1,train,trashnet,Glass,False,False
GROUP_10678,1,val,ewaste,Electronic Device,False,False
GROUP_10679,1,test,phenomsg,Organic Stream,False,False
GROUP_10680,1,test,phenomsg,Organic Stream,False,False
GROUP_10681,1,val,phenomsg,Hazardous Waste,False,False
GROUP_10682,1,train,realwaste,Metal,False,False
GROUP_10683,1,train,realwaste,Food Organics,False,False
GROUP_10684,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10685,1,train,ewaste,Electronic Device,False,False
GROUP_10686,1,val,realwaste,Cardboard,False,False
GROUP_10687,1,train,realwaste,Plastic,False,False
GROUP_10688,1,train,phenomsg,Organic Stream,False,False
GROUP_10689,1,train,phenomsg,Hazardous Waste,False,False
GROUP_10690,1,val,phenomsg,Recyclable Stream,False,False
GROUP_10691,1,val,realwaste,Cardboard,False,False
GROUP_10692,1,train,realwaste,Vegetation,False,False
GROUP_10693,1,train,realwaste,Residual,False,False
GROUP_10694,1,test,realwaste,Cardboard,False,False
GROUP_10695,2,train,phenomsg,Hazardous Waste,True,True
GROUP_10696,1,test,realwaste,Metal,False,False
GROUP_10697,1,test,realwaste,Residual,False,False
GROUP_10698,1,train,ewaste,Electronic Component,False,False
GROUP_10699,1,train,trashnet,Glass,False,False
GROUP_10700,1,train,realwaste,Paper,False,False
GROUP_10701,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_10702,1,train,trashnet,Glass,False,False
GROUP_10703,1,test,trashnet,Glass,False,False
GROUP_10704,1,val,phenomsg,Recyclable Stream,False,False
GROUP_10705,1,train,ewaste,Electronic Device,False,False
GROUP_10706,1,train,trashnet,Glass,False,False
GROUP_10707,1,train,trashnet,Metal,False,False
GROUP_10708,1,train,realwaste,Paper,False,False
GROUP_10709,1,train,phenomsg,Recyclable Stream,False,False
GROUP_10710,1,train,realwaste,Plastic,False,False
